registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,assunto_lista,assunto_principal
174129,Otimização de algoritmos criptográficos para redes de sensores sem fio e atuadores sem-fio para poços do tipo Plunger Lift,,Segurança de redes sem fio -#$&Dissertação.#$&Redes de sensores sem fio -#$&Dissertação.#$&Métodos de elevação -#$&Plunger lift -#$&Disssertação.#$&IEEE 802.15.4(Instituto de Engenheiros Elétricos e Eletrônicos) -#$&Dissertação.#$&Criptografia -#$&Dissertação.#$&Security of wireless networks.#$&Wireless sensor networks.#$&Plunger Lift lifting methods.#$&Cryptography.,"Semente, Rodrigo Soares.",Dissertação,1,2011.0,,,,"['Segurança de redes sem fio -', 'Dissertação', 'Redes de sensores sem fio -', 'Dissertação', 'Métodos de elevação -', 'Plunger lift -', 'Disssertação', 'IEEE 802.15.4(Instituto de Engenheiros Elétricos e Eletrônicos) -', 'Dissertação', 'Criptografia -', 'Dissertação', 'Security of wireless networks', 'Wireless sensor networks', 'Plunger Lift lifting methods', 'Cryptography']",Segurança de redes sem fio -
174132,Desenvolvimento de um ambiente para projeto de controladores fuzzy para dispositivos móveis,,Sistemas embarcados -#$&Dissertação.#$&Controladores fuzzy -#$&Dissertação.#$&Dispositivos móveis -#$&Dissertação.#$&Embedded systems.#$&Fuzzy controllers.#$&Mobile devices.,"Araújo Júnior, Márcio Emanuel Ugulino de.",Dissertação,1,2011.0,,,,"['Sistemas embarcados -', 'Dissertação', 'Controladores fuzzy -', 'Dissertação', 'Dispositivos móveis -', 'Dissertação', 'Embedded systems', 'Fuzzy controllers', 'Mobile devices']",Sistemas embarcados -
174178,O projeto do projeto :,da modelagem à realização : [ensaios de um cientista da computação] /,Projetos de engenharia.#$&Engenharia de software.,"Brooks Jr., Frederick P.",Livro,12,2011.0,,"Elsevier,",9788535239850,"['Projetos de engenharia', 'Engenharia de software']",Projetos de engenharia
174284,Redes industriais :,"aplicações em sistemas digitais de controle distribuído : protocolos industriais, aplicações SCADA /",Redes de computadores.#$&Comunicações digitais -#$&Redes de computação.,"Albuquerque, Pedro Urbano Braga de.",Livro,10,2009.0,2. ed. rev. -,"Ensino Profissional,",,"['Redes de computadores', 'Comunicações digitais -', 'Redes de computação']",Redes de computadores
174358,P.L.T. :,Pensamento lógico e tecnologia. -,Processamento eletrônico de dados.#$&Computação.,,Livro,1,1977.0,,"EDART,",,"['Processamento eletrônico de dados', 'Computação']",Processamento eletrônico de dados
174386,Aplicações móveis :,"arquitetura, projeto e desenvolvimento /",Sistemas de comunicação móvel -#$&Projetos e construção,"Lee, Valentino.",Livro,1,2005.0,,"Makron Books,",,"['Sistemas de comunicação móvel -', 'Projetos e construção']",Sistemas de comunicação móvel -
174406,Professional WAP,,Internet.#$&Sistemas de comunicação sem fio.,,Livro,1,2001.0,,"Makron Books,",,"['Internet', 'Sistemas de comunicação sem fio']",Internet
174407,Service-oriented architecture :,"concepts, technology, and design /",Arquitetura de rede de computador.#$&Serviços da Web.,"Erl, Thomas.",Livro,1,2005.0,,"Prentice Hall Professional Technical Reference,",,"['Arquitetura de rede de computador', 'Serviços da Web']",Arquitetura de rede de computador
174410,PGP :,Pretty good privacy /,Computadores -#$&Medidas de segurança.,"Garfinkel, Simson.",Livro,2,1995.0,1. ed. -,"O'Reilly,",,"['Computadores -', 'Medidas de segurança']",Computadores -
174604,Word perfect :,version 6.0 /,Programa de computador.,"O'Hara, Shelley.",Livro,1,1994.0,,"Campus,",,['Programa de computador'],Programa de computador
174607,Developing intelligent agents for distributed systems :,"exploring architecture, technologgies, and applications /",Programas de computador.#$&Inteligência artificial -#$&Processamento de dados.,"Knapik, Michael.",Livro,1,1998.0,,"McGraw-Hill,",,"['Programas de computador', 'Inteligência artificial -', 'Processamento de dados']",Programas de computador
174610,Managing Internet information services,,Internet.,,Livro,1,1994.0,,"O'Reilly & Associates,",,['Internet'],Internet
174611,Inside the windows 95 registry,,Programa de computador.#$&Windows.,"Petrusha, Ron",Livro,1,1996.0,1. ed. -,"O'Reilly&Association,",,"['Programa de computador', 'Windows']",Programa de computador
174626,Introdução à computação para administradores,,Administração de empresas.#$&Informática -#$&Estudo e ensino.#$&Planilhas eletrônicas.,"Silva, Flávio S. Corrêa da.",Livro,8,2010.0,,"Elsevier,",8535234209,"['Administração de empresas', 'Informática -', 'Estudo e ensino', 'Planilhas eletrônicas']",Administração de empresas
174632,Conhecimento em TI :,o que executivos precisam saber para conduzirem com sucesso TI em suas empresas /,Administração.#$&Tecnologia da informação.#$&Governança em TI.,"Weill, Peter.",Livro,11,2010.0,,"M.books,",,"['Administração', 'Tecnologia da informação', 'Governança em TI']",Administração
174733,Comercialização de software no Brasil :,uma questão legal a ser avaliada /,Software -#$&Brasil -#$&Comercialização.,"Weikersheimer, Deana,",Livro,1,2001.0,3. ed. -,"Editora Forense,",,"['Software -', 'Brasil -', 'Comercialização']",Software -
174742,Manual de administração do sistema unix,,Linguagem de programação.,,Livro,1,2002.0,3.ed. -,"Bookman,",,['Linguagem de programação'],Linguagem de programação
174924,Computação gráfica :,imagem /,Computação gráfica.#$&Processamento de imagens.,"Gomes, Jonas de Miranda.",Livro,2,1994.0,,"IMPA,",,"['Computação gráfica', 'Processamento de imagens']",Computação gráfica
174948,Data structures : an advanced approach using C,,C (Linguagem de programação de computador)#$&Estruturas de dados (Computação).,"Esakov, Jeffrey.",Livro,1,1989.0,,"Prentice Hall,",,"['C (Linguagem de programação de computador)', 'Estruturas de dados (Computação)']",C (Linguagem de programação de computador)
175075,Practical COMMON LISP,,COMMON LISP (Linguagem de programação de computador).,"Seibel, Peter.",Livro,8,2005.0,,"Apress,",,['COMMON LISP (Linguagem de programação de computador)'],COMMON LISP (Linguagem de programação de computador)
175096,"Evolução, avaliação e validação do software RoboEduc",,Robótica -#$&Dissertação.#$&Robótica educacional -#$&Dissertação.#$&Inclusão digital -#$&Dissertação.#$&Teste -#$&Usabilidade -#$&Dissertação.#$&Educational robotic.#$&Digital inclusion.#$&Usability testing.,"Barros, Renata Pitta.",Dissertação,1,2011.0,,,,"['Robótica -', 'Dissertação', 'Robótica educacional -', 'Dissertação', 'Inclusão digital -', 'Dissertação', 'Teste -', 'Usabilidade -', 'Dissertação', 'Educational robotic', 'Digital inclusion', 'Usability testing']",Robótica -
175102,Desenvolvimento de chatterbots educacionais :,um estudo de caso voltado ao ensino de algoritmo /,Agentes sintéticos -#$&Dissertação.#$&Sistemas tutores inteligentes -#$&Dissertação.#$&Emoções -#$&Dissertação.#$&Ensino de algoritmo -#$&Dissertação.#$&Intelligent tutoring systems.#$&Emotins.#$&Learning algorithm.,"Lemos, Elizama das Chagas.",Dissertação,1,2011.0,,,,"['Agentes sintéticos -', 'Dissertação', 'Sistemas tutores inteligentes -', 'Dissertação', 'Emoções -', 'Dissertação', 'Ensino de algoritmo -', 'Dissertação', 'Intelligent tutoring systems', 'Emotins', 'Learning algorithm']",Agentes sintéticos -
175325,SAMVC sistema de autoria de museus virtuais colaborativos,,Ambientes virtuais -#$&Dissertação.#$&Sistemas distribuídos -#$&Dissertação.#$&Museus virtuais -#$&Dissertação.#$&Virtual environments.#$&Distributed systems.#$&Virtual museum.,"Schneider, Claudio Alexandre.",Dissertação,1,2011.0,,,,"['Ambientes virtuais -', 'Dissertação', 'Sistemas distribuídos -', 'Dissertação', 'Museus virtuais -', 'Dissertação', 'Virtual environments', 'Distributed systems', 'Virtual museum']",Ambientes virtuais -
175499,Information visualization :,perception for design /,Percepção visual.#$&Visualização.#$&Visualização da informação.,"Ware, Colin.",Livro,4,2004.0,2nd ed. -,"Elsevier/Morgan Kaufmann,",,"['Percepção visual', 'Visualização', 'Visualização da informação']",Percepção visual
175500,Fuzzy modeling and genetic algorithms for data mining and exploration,,Mineração de dados (Computação).#$&Lógica difusa.#$&Algoritmos genéticos.,"Cox, Earl.",Livro,8,2005.0,,"Elsevier/Morgan Kaufmann,",,"['Mineração de dados (Computação)', 'Lógica difusa', 'Algoritmos genéticos']",Mineração de dados (Computação)
175504,Introdução à programação orientada a objetos com C++,,C (Linguagem de programação de computador)#$&Programação orientada a objetos (Computação),"Silva Filho, Antonio Mendes da.",Livro,45,2010.0,,"Campus,",,"['C (Linguagem de programação de computador)', 'Programação orientada a objetos (Computação)']",C (Linguagem de programação de computador)
175623,Simulação das temperaturas diárias na cidade de Natal-RN,,Recuperação da dados -#$&Dissertação.#$&Simulação computacional -#$&Temperatura atmosférica -#$&Natal(RN) -#$&Dissertação.#$&Software -#$&Delphi(Linguagem de programação de computador) -#$&Dissertação.#$&Recovery of data.#$&Computer simulation.#$&Atmospheric temperature.,"Silva Júnior, Dorgival Albertino da.",Dissertação,1,2011.0,,,,"['Recuperação da dados -', 'Dissertação', 'Simulação computacional -', 'Temperatura atmosférica -', 'Natal(RN) -', 'Dissertação', 'Software -', 'Delphi(Linguagem de programação de computador) -', 'Dissertação', 'Recovery of data', 'Computer simulation', 'Atmospheric temperature']",Recuperação da dados -
175629,Mastering SolidWorks :,the design approach /,SolidWorks.#$&Computação gráfica.#$&Design gráfico.,"Zeid, Ibrahim.",Livro,3,2011.0,,"Prentice Hall :#$&imprint of Pearson Education,",,"['SolidWorks', 'Computação gráfica', 'Design gráfico']",SolidWorks
175641,Sistemas de informações gerenciais em organizações de saúde,,Sistemas de informação.#$&Organizações em saúde.#$&Sistemas de recuperação da informação.,,Livro,10,2010.0,,"Editora FGV,",,"['Sistemas de informação', 'Organizações em saúde', 'Sistemas de recuperação da informação']",Sistemas de informação
175644,Estatística :,teoria e aplicações : [usando o Microsoft Excel em português] /,Estatística comercial.#$&Programas de computador.#$&Administração -#$&Métodos estatísticos.#$&Programas de computador.#$&Excel (Programa de computador).#$&Planilhas eletrônicas.,,Livro,51,2011.0,5. ed. -,"LTC,",9788521616344,"['Estatística comercial', 'Programas de computador', 'Administração -', 'Métodos estatísticos', 'Programas de computador', 'Excel (Programa de computador)', 'Planilhas eletrônicas']",Estatística comercial
175828,"Como montar, configurar e expandir seu PC 486 / Pentium",,Microcomputadores.#$&Hardware.,"Vasconcelos, Laércio.",Livro,1,,,"LVC,",,"['Microcomputadores', 'Hardware']",Microcomputadores
175902,Adaptive hardware infrastructures for sap,,SAP (programas de computador).#$&SAP R/3.,,Livro,1,2005.0,,"SAP Press,",,"['SAP (programas de computador)', 'SAP R/3']",SAP (programas de computador)
176017,O fenômeno fanfiction :,novas leituras e escrituras em meio eletrônico /,Fan fiction -#$&História e crítica.#$&Literatura e a internet.#$&Jovens -#$&Livros e leitura.#$&Leitura -#$&Efeito das inovações tecnológicas.,"Vargas, Maria Lucia Bandeira,",Livro,2,2005.0,,"UPF Ed.,",,"['Fan fiction -', 'História e crítica', 'Literatura e a internet', 'Jovens -', 'Livros e leitura', 'Leitura -', 'Efeito das inovações tecnológicas']",Fan fiction -
176078,Cloud computing :,computação em nuvem: uma abordagem prática /,Computação em nuvem.#$&Tecnologia da informação.#$&Arquitetura da informação.#$&Cloud computing.,"Velte, Anthony T.",Livro,22,2011.0,,"Alta Books,",,"['Computação em nuvem', 'Tecnologia da informação', 'Arquitetura da informação', 'Cloud computing']",Computação em nuvem
176122,Use a cabeça! Desenvolvendo para iphone,,Desenvolvimento de software -#$&Iphone.#$&Iphone -#$&Padrões de aplicativos.,"Pilone, Dan.",Livro,8,2011.0,,"Alta Books,",,"['Desenvolvimento de software -', 'Iphone', 'Iphone -', 'Padrões de aplicativos']",Desenvolvimento de software -
176130,"Inteligência computacional aplicada à administração, economia e engenharia em Matlab",,Inteligência artificial.#$&MATLAB (Programa de computador).#$&Redes neurais (Computação).#$&Inteligência computacional.,,Livro,4,2007.0,,"Thomson Learning,",9788522105601,"['Inteligência artificial', 'MATLAB (Programa de computador)', 'Redes neurais (Computação)', 'Inteligência computacional']",Inteligência artificial
176132,Auditoria de sistemas de informação,,Sistemas de informação -#$&Auditoria.#$&Redes de computadores -#$&Auditoria.#$&Tecnologia da informação.,"Imoniana, Joshua Onome.",Livro,23,2008.0,2. ed. -,"Atlas,",,"['Sistemas de informação -', 'Auditoria', 'Redes de computadores -', 'Auditoria', 'Tecnologia da informação']",Sistemas de informação -
176156,Segurança e auditoria em sistemas de informação,,Sistemas de informação -#$&Segurança.#$&Sistemas de informação -#$&Auditoria.#$&Segurança da informação -#$&Política de segurança.,"Lyra, Maurício Rocha.",Livro,12,2008.0,,"Ciência Moderna,",,"['Sistemas de informação -', 'Segurança', 'Sistemas de informação -', 'Auditoria', 'Segurança da informação -', 'Política de segurança']",Sistemas de informação -
176167,Dominando Linux Firewall Iptables,,Linux (Sistema operacional de computador).#$&Firewall (Medida de segurança de computador).#$&Linux Firewall Iptables.,Urubatan Neto.,Livro,6,2004.0,,"Ciência Moderna,",,"['Linux (Sistema operacional de computador)', 'Firewall (Medida de segurança de computador)', 'Linux Firewall Iptables']",Linux (Sistema operacional de computador)
176170,Data mining :,"concepts, models, methods, and algorithms /",Tratamento de dados.#$&Mineração de dados (Computação).,"Kantardzic, Mehmed.",Livro,1,2011.0,,"Wiley-Interscience :#$&IEEE Press,",9780470890455,"['Tratamento de dados', 'Mineração de dados (Computação)']",Tratamento de dados
176172,Gerenciamento de identidades :,segurança da informação /,Segurança da informação.#$&Banco de dados -#$&Segurança.#$&Gerenciamento de identidades.,"Santos, Alfredo Luiz dos.",Livro,8,2007.0,,"Brasport,",,"['Segurança da informação', 'Banco de dados -', 'Segurança', 'Gerenciamento de identidades']",Segurança da informação
176213,Sistemas distribuídos :,conceitos e projeto /,Sistemas operacionais distribuídos (Computadores).#$&Sistema operacional,"Coulouris, George,",Livro,8,2007.0,4. ed.,"Bookman,",9788560031498,"['Sistemas operacionais distribuídos (Computadores)', 'Sistema operacional']",Sistemas operacionais distribuídos (Computadores)
176226,O futuro da Internet :,em direção a uma ciberdemocracia planetária /,Internet -#$&Aspectos políticos.#$&Tecnologia da informação -#$&Aspectos sociais.#$&Ciberdemocracia.,"Lemos, André.",Livro,3,2010.0,2. ed. -,"Paulus,",,"['Internet -', 'Aspectos políticos', 'Tecnologia da informação -', 'Aspectos sociais', 'Ciberdemocracia']",Internet -
176228,Data mining methods and models,,Tratamento de dados.#$&Mineração de dados.,"Larose, Daniel T.",Livro,3,2006.0,,"Wiley-Interscience,",9780471666561,"['Tratamento de dados', 'Mineração de dados']",Tratamento de dados
176231,Clustering for data mining :,a data recovery approach /,Tratamento de dados.#$&Clusters.,"Mirkin, B. G.",Livro,3,2005.0,,"Chapman & Hall/CRC,",1584885343,"['Tratamento de dados', 'Clusters']",Tratamento de dados
176233,Teste e análise de software :,"processos, princípios e técnicas /",Software -#$&Testes.#$&Software -#$&Desenvolvimento.,"Pezzè, Mauro.",Livro,4,2008.0,,"Bookman,",,"['Software -', 'Testes', 'Software -', 'Desenvolvimento']",Software -
176239,Arquitetura de sistemas operacionais,,Arquitetura de computador.#$&Sistemas operacionais (Computadores).#$&Arquitetura,"Machado, Francis B.",Livro,20,2007.0,4. ed. -,"LTC,",9788521615484,"['Arquitetura de computador', 'Sistemas operacionais (Computadores)', 'Arquitetura']",Arquitetura de computador
176244,Ciência da Computação,,Ciência da Computação -#$&História.#$&Ciência da computação -#$&Conceitos básicos.#$&Sistemas operacionais.,"Dale, Nell.",Livro,6,2011.0,4. ed. -,"LTC,",,"['Ciência da Computação -', 'História', 'Ciência da computação -', 'Conceitos básicos', 'Sistemas operacionais']",Ciência da Computação -
176248,Qualidade em software :,uma metodologia para homologação de sistemas /,Software -#$&Qualidade.#$&Metodologia de desenvolvimento de sistemas.#$&Homologação de sistemas.,"Mecenas, Ivan.",Livro,3,2005.0,,"Alta Books,",,"['Software -', 'Qualidade', 'Metodologia de desenvolvimento de sistemas', 'Homologação de sistemas']",Software -
176251,Algoritmos :,o guia essencial /,Algoritmos de computador.#$&Algoritmos -#$&Classificação.#$&Algoritmos gráficos.#$&Geometria computacional.,"Heineman, Goorge T.",Livro,8,2009.0,2. ed. -,"Alta Books,",,"['Algoritmos de computador', 'Algoritmos -', 'Classificação', 'Algoritmos gráficos', 'Geometria computacional']",Algoritmos de computador
176253,Algorithms :,in a nutshell /,Algoritmos.#$&Algoritmos -#$&Classificação.#$&Algoritmos gráficos.#$&Geometria computacional.,"Heineman, Goorge T.",Livro,8,2009.0,,"O'Reilly,",,"['Algoritmos', 'Algoritmos -', 'Classificação', 'Algoritmos gráficos', 'Geometria computacional']",Algoritmos
176254,Segurança de dados :,criptografia em redes de computador /,Segurança de dados.#$&Criptografia de dados (Computação).#$&Redes de computação -#$&Medidas de segurança.,"Terada, Routo.",Livro,6,2008.0,2. ed. -,"Edgar Blücher,",,"['Segurança de dados', 'Criptografia de dados (Computação)', 'Redes de computação -', 'Medidas de segurança']",Segurança de dados
176256,Hands-on networking with internet technologies,,Redes de computadores.#$&Intranet.,"Comer, Douglas E.",Livro,6,2005.0,2nd ed. -,"Pearson,",,"['Redes de computadores', 'Intranet']",Redes de computadores
176259,"Introduction to automata theory, languages, and computation",,Teoria dos autômatos.#$&Linguagens formais.#$&Complexidade computacional.#$&Linguagem de programação (Computadores).,"Hopcroft, John E.,",Livro,12,2007.0,3th ed. ,"Pearson,",8535210725,"['Teoria dos autômatos', 'Linguagens formais', 'Complexidade computacional', 'Linguagem de programação (Computadores)']",Teoria dos autômatos
176408,Usando Java :,o guia de referência mais completo /,Java (Linguagem de programação de computador).,,Livro,1,1997.0,,"Campus,",,['Java (Linguagem de programação de computador)'],Java (Linguagem de programação de computador)
176435,O que todo programador deveria saber sobre projeto orientado a objeto,,Software -#$&Desenvolvimento.#$&Programação orientada a objetos (Computação).#$&Projeto de sistemas.,"Page-Jones, Meilir.",Livro,1,1997.0,,"MaKron Books do Brasil,",,"['Software -', 'Desenvolvimento', 'Programação orientada a objetos (Computação)', 'Projeto de sistemas']",Software -
176474,Data analysis with open source tools :,[a hands-on guide for programmers and data scientists] /,Banco de dados.#$&Mineração de dados (Computação)#$&Programas de computador.#$&Software gratuito.,"Janert, Philipp K.",Livro,3,2011.0,,"O'Reilly,",,"['Banco de dados', 'Mineração de dados (Computação)', 'Programas de computador', 'Software gratuito']",Banco de dados
176476,Building wireless sensor networks,,Rede de computadores.#$&Sistema de comunicação sem fio.#$&Arquitetura de redes.,,Livro,5,2011.0,,"O'Reilly,",1402078838,"['Rede de computadores', 'Sistema de comunicação sem fio', 'Arquitetura de redes']",Rede de computadores
176487,Entendendo e dominando o hardware :,técnicas avançadas para montagem e manutenção de PCS /,Hardware.#$&Hardware -,"Lacerda, Ivan Max Freire de",Livro,32,2007.0,,"Digerati Books,",,"['Hardware', 'Hardware -']",Hardware
176488,Interação humano-computador,,Interação humano-computador.#$&Impacto das tecnologias no cotidiano.,"Barbosa, Simone Diniz Junqueira.",Livro,27,2010.0,,"Elsevier,",,"['Interação humano-computador', 'Impacto das tecnologias no cotidiano']",Interação humano-computador
176568,Data mining :,practical machine learning tools and techniques /,Mineracao de dados (Computação).,"Witten, Ian H.",Livro,3,2011.0,3. ed. -,"Morgan Kaufman,",,['Mineracao de dados (Computação)'],Mineracao de dados (Computação)
176586,Rails 3 básico,,Ruby (Linguagem de programação de computador).#$&Programação orientada a objetos (Computação).#$&Ruby on rails (Recursos eletrônicos).#$&Web site -#$&Desenvolvimento.,"Carneiro Jr., Cloves.",Livro,6,2011.0,,"Novatec,",,"['Ruby (Linguagem de programação de computador)', 'Programação orientada a objetos (Computação)', 'Ruby on rails (Recursos eletrônicos)', 'Web site -', 'Desenvolvimento']",Ruby (Linguagem de programação de computador)
176590,Desenvolvimento de aplicações Android,,Android (Sistema operacional) -#$&Telefone.#$&Computação móvel.#$&Software de aplicação -#$&Desenvolvimento.,,Livro,2,2009.0,,"Novatec,",,"['Android (Sistema operacional) -', 'Telefone', 'Computação móvel', 'Software de aplicação -', 'Desenvolvimento']",Android (Sistema operacional) -
176595,Shell script profissional,,Shell script (Linguagem de programação de computador).,"Jargas, Aurélio Marinho,",Livro,14,2008.0,1. ed. -,"Novatec,",9788575221525,['Shell script (Linguagem de programação de computador)'],Shell script (Linguagem de programação de computador)
176598,Conceitos de linguagens de programação,,Linguagem de programação (Computadores).#$&Programação orientada a objetos.#$&Linguagem de programação funcional.#$&Linguagem de programação lógica.,"Sebesta, Robert W.",Livro,8,2011.0,9. ed. -,"Bookman,",,"['Linguagem de programação (Computadores)', 'Programação orientada a objetos', 'Linguagem de programação funcional', 'Linguagem de programação lógica']",Linguagem de programação (Computadores)
176599,Desenvolvimento de software com Scrum :,aplicando métodos ágeis com sucesso /,"Software -#$&Desenvolvimento.#$&SCRUM (Gerenciamento de projeto de software).#$&Silva, Aldir José Corrêa da,","Cohn, Mike.",Livro,15,2011.0,,"Bookman,",,"['Software -', 'Desenvolvimento', 'SCRUM (Gerenciamento de projeto de software)', 'Silva, Aldir José Corrêa da,']",Software -
176600,O programador pragmático :,de aprendiz a mestre /,Programação (Computadores).#$&Programador.,"Hunt, Andrew.",Livro,6,2010.0,,"Bookman,",,"['Programação (Computadores)', 'Programador']",Programação (Computadores)
